"year","sample_size","employment","members","covered","p_members","p_covered","facet"
2006,11362,8443.96518763334,1097.2960719,1146.22802170834,0.129950329661369,0.135745227336884,"private sector: construction"
2007,11071,8561.21169917501,1192.70204544167,1231.53326293333,0.139314636588097,0.143850341439247,"private sector: construction"
2008,9914,7651.60277764167,1194.87551691667,1240.6428697,0.156160160899162,0.162141561508179,"private sector: construction"
2009,8624,6612.97651256668,957.821518683334,993.075899950001,0.144839704036713,0.150170788168907,"private sector: construction"
2010,7899,6102.61344089998,800.557597874999,838.464404949999,0.131182745099068,0.137394323945045,"private sector: construction"
2011,7994,6242.93893037499,874.768429975,929.234012708334,0.140121251344681,0.148845598101616,"private sector: construction"
2012,7832,6204.653168425,818.9269132,849.332606666667,0.131985932588577,0.136886388063431,"private sector: construction"
2013,8089,6476.79846175001,913.898961816668,966.904597716668,0.141103506088257,0.149287432432175,"private sector: construction"
2014,8596,6971.66631375834,968.563675925,1023.70193273333,0.138928577303886,0.146837487816811,"private sector: construction"
2015,8549,7109.67542649166,940.022914033333,991.538381058333,0.132217422127724,0.139463245868683,"private sector: construction"
2016,8888,7490.66575744166,1038.71076720833,1095.43331180833,0.138667345046997,0.146239787340164,"private sector: construction"
2017,9040,7842.62986165833,1101.50610795,1156.00986626667,0.140451118350029,0.147400796413422,"private sector: construction"
2018,9068,8168.04444299165,1048.56812509167,1125.039698475,0.128374442458153,0.137736722826958,"private sector: construction"
2019,8929,8348.78934573333,1054.6784201,1132.779183775,0.126327112317085,0.135681852698326,"private sector: construction"
2020,7610,7832.01619500001,992.896302033334,1049.80229216667,0.126774042844772,0.134039849042892,"private sector: construction"
2021,7761,8149.21326819168,1020.91246104167,1109.02499890833,0.125277429819107,0.136089816689491,"private sector: construction"
2022,7691,8672.74195643339,1019.2977547,1076.805400075,0.117528893053532,0.12415973842144,"private sector: construction"
1973,13108,20107.6001999999,7827.67511,NA,0.389289379119873,NA,"private sector: manufacturing"
1974,12865,20480.8953400002,7759.65589000002,NA,0.378872871398926,NA,"private sector: manufacturing"
1975,11377,18477.1621599999,6656.77393000002,NA,0.360270351171494,NA,"private sector: manufacturing"
1976,11832,19523.1494599999,6958.8469,NA,0.356440782546997,NA,"private sector: manufacturing"
1977,13316,20029.9837900001,7118.49129999999,7527.63555999999,0.355391770601273,0.375818341970444,"private sector: manufacturing"
1978,13148,20677.39275,7076.76963000001,7589.29046000001,0.34224671125412,0.367033243179321,"private sector: manufacturing"
1979,13389,21238.22198,7509.50973,8115.78532,0.353584676980972,0.382131099700928,"private sector: manufacturing"
1980,15011,20850.41795,6726.03446999999,7251.9324,0.322585105895996,0.34780752658844,"private sector: manufacturing"
1981,3423,21286.76108,6667.25828000001,7190.50764000001,0.313211500644684,0.337792485952377,"private sector: manufacturing"
1983,35436,19066.1256366667,5302.76786916666,5811.7213625,0.278125077486038,0.304819196462631,"private sector: manufacturing"
1984,36897,20206.8734991666,5250.38342666664,5729.44402083331,0.259831547737122,0.283539354801178,"private sector: manufacturing"
1985,36967,20120.0817566666,4996.29843916667,5421.86025,0.2483239620924,0.269475072622299,"private sector: manufacturing"
1986,36231,20295.8291408331,4869.35247166667,5230.79118916667,0.239918872714043,0.257727384567261,"private sector: manufacturing"
1987,35739,20235.2907441667,4691.03479000001,5007.56083000001,0.231824427843094,0.247466713190079,"private sector: manufacturing"
1988,33803,20429.9613091667,4516.0155975,4853.750585,0.221048668026924,0.237580016255379,"private sector: manufacturing"
1989,34276,20690.3792724999,4467.32776666669,4778.93717166669,0.215913280844688,0.23097388446331,"private sector: manufacturing"
1990,35064,20507.9517349998,4195.18267666668,4515.04882583334,0.204563707113266,0.220160886645317,"private sector: manufacturing"
1991,33183,19736.4680616665,3982.68395,4279.39856583334,0.201793149113655,0.216826975345612,"private sector: manufacturing"
1992,31814,19233.1403366666,3752.70967416667,4010.53377583334,0.195116847753525,0.2085220515728,"private sector: manufacturing"
1993,30579,18870.6681283333,3603.75770333333,3818.01138083333,0.19097138941288,0.20232518017292,"private sector: manufacturing"
1994,29818,19271.1962838084,3510.66741816668,3783.837714625,0.182171747088432,0.196346804499626,"private sector: manufacturing"
1995,29303,19519.9566967084,3439.57897813334,3657.28235765001,0.176208332180977,0.187361195683479,"private sector: manufacturing"
1996,25388,19653.4387786584,3387.36522465834,3602.64772210833,0.172354832291603,0.183308765292168,"private sector: manufacturing"
1997,25707,19961.2351450583,3253.35333536667,3440.77653888333,0.162983566522598,0.172372922301292,"private sector: manufacturing"
1998,25291,19762.5371244168,3127.19996857499,3315.00383566666,0.158238783478737,0.167741820216179,"private sector: manufacturing"
1999,24741,19322.89476955,3024.02420856667,3209.05223109167,0.156499549746513,0.166075125336647,"private sector: manufacturing"
2000,24394,19167.2834478833,2831.78541367499,2999.41897703332,0.147740572690964,0.156486392021179,"private sector: manufacturing"
2001,24658,18147.1295823499,2658.09845694166,2806.95510403333,0.146474868059158,0.154677629470825,"private sector: manufacturing"
2002,25001,16918.2241524583,2427.102422125,2557.14116863333,0.14346082508564,0.15114714205265,"private sector: manufacturing"
2003,22872,16129.8032943834,2172.91478690834,2313.730220875,0.134714275598526,0.143444418907166,"private sector: manufacturing"
2004,21897,15753.5266854917,2036.19449076667,2183.14870575833,0.129253253340721,0.138581588864326,"private sector: manufacturing"
2005,21431,15518.3902041333,2016.899668675,2127.30977726667,0.129968360066414,0.137083142995834,"private sector: manufacturing"
2006,20943,15642.6375327667,1826.99236101667,1948.79980528333,0.116795673966408,0.124582558870316,"private sector: manufacturing"
2007,20252,15341.45909175,1734.206188775,1845.10723005833,0.113040499389172,0.12026934325695,"private sector: manufacturing"
2008,19808,15131.4405890332,1723.46126235833,1862.453740475,0.113899350166321,0.123085021972656,"private sector: manufacturing"
2009,17884,13453.9912461251,1469.50698113333,1594.7301914,0.109224610030651,0.118532128632069,"private sector: manufacturing"
2010,17488,13251.7758615917,1418.49115995,1537.81183929167,0.107041589915752,0.116045720875263,"private sector: manufacturing"
2011,17501,13596.1347660249,1423.972469775,1520.736456825,0.104733623564243,0.111850649118423,"private sector: manufacturing"
2012,17763,13935.8955453333,1335.40599755,1465.640314775,0.0958249121904373,0.105170153081417,"private sector: manufacturing"
2013,17868,14188.2502908501,1428.951565525,1555.16228551666,0.100713729858398,0.109609164297581,"private sector: manufacturing"
2014,17830,14461.997047075,1407.34085735,1514.11039726667,0.0973130390048027,0.104695804417133,"private sector: manufacturing"
2015,17389,14534.5304134582,1366.67936376667,1460.62311591667,0.0940298289060593,0.100493311882019,"private sector: manufacturing"
2016,17432,14777.6614482166,1295.12453284167,1422.264877975,0.0876406952738762,0.0962442457675934,"private sector: manufacturing"
2017,16975,14656.0911761833,1328.3016334,1460.07656161667,0.0906313732266426,0.0996225103735924,"private sector: manufacturing"
2018,16535,14855.1724922916,1339.88397581667,1444.1380792,0.0901964604854584,0.0972144976258278,"private sector: manufacturing"
2019,16117,15065.2259831083,1290.72944015,1423.52773758333,0.0856760740280151,0.0944909676909447,"private sector: manufacturing"
2020,13696,13884.6291782416,1178.20849389167,1285.05641325833,0.0848570391535759,0.0925524458289146,"private sector: manufacturing"
2021,13693,14128.2564310667,1077.531989275,1197.6331279,0.0762678682804108,0.084768645465374,"private sector: manufacturing"
2022,13054,14574.9883662833,1140.736874575,1255.75157030833,0.0782667398452759,0.0861579775810242,"private sector: manufacturing"
1973,8850,13632.81589,3134.45969999999,NA,0.229920193552971,NA,"public sector: all"
1974,8823,14153.6382300001,3472.71,NA,0.245358109474182,NA,"public sector: all"
1975,8879,14497.6832799999,3601.49642000001,NA,0.248418748378754,NA,"public sector: all"
1976,8979,14928.92129,3789.46776999999,NA,0.253834009170532,NA,"public sector: all"
1977,11139,15247.75206,4994.60125999999,6111.13633999997,0.327563107013702,0.400789320468903,"public sector: all"
1978,10851,15399.7857100001,5123.67765,6234.42787999999,0.332710981369019,0.404838621616364,"public sector: all"
1979,11062,15843.4291,5868.16557,7010.57560999999,0.370384812355042,0.442491054534912,"public sector: all"
1980,13348,16038.78506,5763.63389000001,6967.66217999999,0.359356015920639,0.434425801038742,"public sector: all"
1981,2796,15098.32916,5188.86476,6279.24924,0.343671441078186,0.415890336036682,"public sector: all"
1983,32621,15633.7920708334,5737.19558083333,7112.21904416666,0.366974025964737,0.454926043748856,"public sector: all"
1984,32144,15832.7741983332,5655.71676333334,6945.89136083335,0.357215791940689,0.43870335817337,"public sector: all"
1985,32047,16071.3702141668,5743.14208583333,6920.58986,0.35735234618187,0.430616050958633,"public sector: all"
1986,31469,16390.5012075001,5890.52089666665,7073.93090083335,0.359386265277863,0.431587219238281,"public sector: all"
1987,31736,16864.34456,6055.74826416665,7165.70740166666,0.359085887670517,0.4249027967453,"public sector: all"
1988,30709,17190.6361091667,6299.22556583334,7485.07093833337,0.366433531045914,0.435415595769882,"public sector: all"
1989,31039,17490.7746208333,6424.22160916667,7614.44337916666,0.367291986942291,0.43534055352211,"public sector: all"
1990,32833,17809.1778316668,6476.57269333334,7679.75675666666,0.363664895296097,0.431224673986435,"public sector: all"
1991,32448,18028.4564500001,6618.855645,7783.40777166665,0.367133796215057,0.431729018688202,"public sector: all"
1992,31935,18212.0053241667,6639.49792416667,7825.69138083332,0.36456710100174,0.429699599742889,"public sector: all"
1993,31736,18703.0244050001,7000.2145175,8143.20510583332,0.374282479286194,0.435395091772079,"public sector: all"
1994,30153,18339.1590360499,7090.985202275,8191.84486609167,0.386658132076263,0.446685969829559,"public sector: all"
1995,29584,18357.5827227583,6927.44126064999,7986.56124920834,0.377361297607422,0.435055166482925,"public sector: all"
1996,25960,18210.1828649666,6854.38559278333,7829.67766354166,0.376403987407684,0.429961502552032,"public sector: all"
1997,25920,18147.2035772583,6746.66322535,7668.03929891666,0.371774256229401,0.422546595335007,"public sector: all"
1998,25861,18400.9903660417,6905.31699229166,7814.70286894166,0.375268757343292,0.424689263105392,"public sector: all"
1999,26561,18938.111578425,7058.10490408333,7966.30800879168,0.372693181037903,0.42064955830574,"public sector: all"
2000,26572,18975.7095236166,7110.45578555833,7975.59967028332,0.374713569879532,0.420305728912354,"public sector: all"
2001,28492,19130.3290667418,7147.50804674999,7975.36657969168,0.373621791601181,0.416896462440491,"public sector: all"
2002,31266,19397.8868909498,7327.16151578333,8131.93915564167,0.377729892730713,0.419217795133591,"public sector: all"
2003,30780,19710.2491241084,7324.141942025,8184.70280830002,0.37159052491188,0.415251106023789,"public sector: all"
2004,30362,19970.2936559751,7267.059975525,8131.11584207499,0.363893508911133,0.407160550355911,"public sector: all"
2005,30550,20380.8622788916,7430.36856562502,8261.80442238335,0.364575773477554,0.405370712280273,"public sector: all"
2006,30059,20391.6300044834,7377.8133632,8172.43532888334,0.361805975437164,0.400774002075195,"public sector: all"
2007,30409,21053.203547025,7556.72612812501,8373.32887347499,0.358934730291367,0.39772230386734,"public sector: all"
2008,30391,21304.5877878252,7832.32063895,8676.18995213331,0.367635399103165,0.40724515914917,"public sector: all"
2009,30314,21132.5817284834,7896.48136655831,8677.48637685833,0.373663812875748,0.410621225833893,"public sector: all"
2010,29848,21032.6566858916,7623.12004475837,8405.97425156668,0.362442076206207,0.399662971496582,"public sector: all"
2011,28849,20431.7469503083,7550.18276973332,8309.14437059166,0.36953192949295,0.406678110361099,"public sector: all"
2012,28223,20372.972207725,7319.45769094166,8061.56868689166,0.359272956848145,0.395699203014374,"public sector: all"
2013,27890,20412.2662966917,7203.024867375,7894.09943144165,0.352877259254456,0.386733114719391,"public sector: all"
2014,27588,20193.2364292583,7213.96388939167,7923.14099098336,0.357246547937393,0.392366081476211,"public sector: all"
2015,27456,20577.294814575,7233.83626870835,8022.6994159417,0.351544559001923,0.389881163835526,"public sector: all"
2016,27283,20669.694446625,7113.46415731665,7826.50685544166,0.344149470329285,0.378646463155746,"public sector: all"
2017,26877,20951.4761771334,7211.28625411667,7945.21055126667,0.344189882278442,0.379219591617584,"public sector: all"
2018,25957,21118.3403964333,7162.16992053334,7861.94493284168,0.339144557714462,0.372280448675156,"public sector: all"
2019,24862,21011.2462042249,7058.7140572333,7812.9172982083,0.335949331521988,0.371844559907913,"public sector: all"
2020,22621,20618.2669229416,7167.96954121668,7914.96543198336,0.347651422023773,0.383881211280823,"public sector: all"
2021,21931,20613.3516578999,6977.79299573333,7745.29290456664,0.338508427143097,0.375741571187973,"public sector: all"
2022,21026,21298.3069796916,7060.92846313333,7832.23822805001,0.331525325775146,0.367739945650101,"public sector: all"
1983,5510,2416.85639500001,469.281235833333,711.215041666666,0.194170087575912,0.294272780418396,"public sector: federal"
1984,5362,2452.66830916666,418.441704166667,642.141534166667,0.170606717467308,0.261813431978226,"public sector: federal"
1985,5242,2550.65418416667,417.800493333334,623.079363333334,0.163801312446594,0.244282186031342,"public sector: federal"
1986,4977,2530.06685,409.487666666667,618.273524166667,0.161848559975624,0.244370430707932,"public sector: federal"
1987,4946,2552.51239916667,414.966404999999,607.60755,0.162571743130684,0.238042935729027,"public sector: federal"
1988,4770,2566.99150250001,442.356558333334,662.960268333332,0.172324895858765,0.258263528347015,"public sector: federal"
1989,4611,2509.8928875,379.504525833334,588.175440833333,0.151203468441963,0.234342843294144,"public sector: federal"
1990,4811,2590.94040916666,391.441254166667,626.56735,0.151080757379532,0.241830095648766,"public sector: federal"
1991,4667,2588.96658833334,409.503238333334,649.024024166667,0.158172473311424,0.250688463449478,"public sector: federal"
1992,4449,2541.76803833334,441.077344166666,677.728809166666,0.173531711101532,0.26663675904274,"public sector: federal"
1993,4408,2630.29448249999,445.289652499999,672.848843333333,0.169292703270912,0.255807429552078,"public sector: federal"
1994,4390,2628.84909333333,508.164505858333,728.813129641668,0.193303033709526,0.277236580848694,"public sector: federal"
1995,4374,2561.62603381666,458.205968666667,660.801708616667,0.178873091936111,0.257961809635162,"public sector: federal"
1996,3686,2430.72931118333,418.233820016667,594.975684308334,0.172061040997505,0.244772493839264,"public sector: federal"
1997,3550,2329.695835425,396.218979841667,565.348762499999,0.170073270797729,0.242670625448227,"public sector: federal"
1998,3476,2360.064243625,447.499058175,593.0477416,0.189613088965416,0.251284569501877,"public sector: federal"
1999,3520,2373.22182333333,423.909603633333,588.199907891666,0.178621992468834,0.247848689556122,"public sector: federal"
2000,3539,2338.47742806666,406.843978075,521.9619704,0.1739781498909,0.223205909132957,"public sector: federal"
2001,3904,2409.5319758,443.216006575,566.535242866666,0.183942779898643,0.235122531652451,"public sector: federal"
2002,4185,2382.30094444166,442.637283141667,569.568618516666,0.185802415013313,0.239083409309387,"public sector: federal"
2003,4166,2398.65912208333,444.520056800001,579.136915933334,0.185320228338242,0.241441935300827,"public sector: federal"
2004,4201,2463.59601404167,434.7750537,563.002954558333,0.17647984623909,0.228528931736946,"public sector: federal"
2005,4328,2614.02389181667,430.683274258333,573.449518291667,0.164758741855621,0.219374239444733,"public sector: federal"
2006,4281,2573.8535069,448.506118725,576.267564625,0.174254715442657,0.223892912268639,"public sector: federal"
2007,4252,2617.19297583333,417.666853833333,539.370039641667,0.159585803747177,0.206087231636047,"public sector: federal"
2008,4414,2710.35708010834,479.263970958334,604.817851966667,0.176826879382133,0.223150610923767,"public sector: federal"
2009,4540,2801.37947768333,504.208671741666,648.522904941667,0.179985851049423,0.231501266360283,"public sector: federal"
2010,4658,2991.9831064,518.84311285,666.000981808333,0.17341111600399,0.222595170140266,"public sector: federal"
2011,4515,2866.88788191667,525.843032266667,670.914124591667,0.183419466018677,0.234021753072739,"public sector: federal"
2012,4355,2855.2102875,498.716101974999,620.990255958333,0.174668788909912,0.217493698000908,"public sector: federal"
2013,4350,2828.03940201667,502.368720425,634.751882583334,0.17763851583004,0.224449440836906,"public sector: federal"
2014,4279,2750.42845925833,512.533727208333,629.677874000001,0.186346873641014,0.228938102722168,"public sector: federal"
2015,4390,2914.54094881667,552.5063058,698.208496208333,0.189568892121315,0.23956036567688,"public sector: federal"
2016,4446,3004.39976991667,578.76171955,682.4784138,0.192638054490089,0.227159649133682,"public sector: federal"
2017,4398,3044.08290011666,585.483349641667,721.194849891667,0.192334890365601,0.236916959285736,"public sector: federal"
2018,4290,3075.74563156667,559.920949858333,692.124274391666,0.182043969631195,0.225026503205299,"public sector: federal"
2019,4093,3155.78210219167,585.703612633334,738.231578125,0.185596972703934,0.233929827809334,"public sector: federal"
2020,4021,3279.45085684167,633.678399941666,755.910135216667,0.193226978182793,0.230498999357224,"public sector: federal"
2021,3833,3184.81653829166,580.713485558333,705.085300799999,0.182338133454323,0.221389606595039,"public sector: federal"
2022,3772,3355.92847990833,586.618511425001,718.777169450001,0.174800664186478,0.214181318879128,"public sector: federal"
1983,8236,3800.10403833334,1071.27638333333,1365.744225,0.281907111406326,0.359396547079086,"public sector: state government"
1984,8157,3862.41784333333,1077.347835,1347.64786416667,0.278930932283401,0.348913013935089,"public sector: state government"
1985,8238,3982.03007583333,1089.03341333333,1337.42751083333,0.273487001657486,0.33586573600769,"public sector: state government"
1986,8165,4066.8030325,1138.52879916667,1379.729235,0.279956698417664,0.339266300201416,"public sector: state government"
1987,8250,4225.05157083333,1192.31089333334,1440.0978875,0.282200306653976,0.34084740281105,"public sector: state government"
1988,8098,4274.39390749999,1228.33348416667,1471.0344325,0.287370204925537,0.344150424003601,"public sector: state government"
1989,8435,4476.23962083334,1304.62459416667,1551.40065666667,0.29145547747612,0.346585690975189,"public sector: state government"
1990,8867,4584.34991999999,1287.6849725,1533.89797083333,0.28088715672493,0.334594428539276,"public sector: state government"
1991,8785,4642.66199583333,1371.55965916666,1597.40479333333,0.295425266027451,0.344070881605148,"public sector: state government"
1992,8864,4847.68175333333,1401.87783833333,1641.40462333333,0.28918519616127,0.338595777750015,"public sector: state government"
1993,8761,4997.40205083335,1531.07146916667,1771.70794333333,0.306373476982117,0.354525804519653,"public sector: state government"
1994,8722,5174.25840828335,1595.51787005834,1860.72733454167,0.308356821537018,0.359612375497818,"public sector: state government"
1995,8537,5171.39918436668,1530.73309555,1786.4245051,0.295999795198441,0.345443159341812,"public sector: state government"
1996,7496,5132.05450790832,1566.04655836667,1809.679186025,0.305150032043457,0.352622747421265,"public sector: state government"
1997,7433,5030.95550364167,1484.59343525,1678.93099683333,0.29509174823761,0.333720117807388,"public sector: state government"
1998,7585,5149.78540474167,1430.74678974167,1667.27732705833,0.277826488018036,0.323756664991379,"public sector: state government"
1999,7666,5233.378715275,1526.83393020833,1780.99588213333,0.291749179363251,0.340314745903015,"public sector: state government"
2000,7903,5464.320728275,1641.37004968333,1867.02064858333,0.300379514694214,0.3416748046875,"public sector: state government"
2001,8743,5662.03639465,1724.29605103334,1948.98271246667,0.304536372423172,0.344219386577606,"public sector: state government"
2002,9456,5653.68001530002,1755.60131055,1979.48780705,0.310523629188538,0.350123792886734,"public sector: state government"
2003,9012,5636.22250619166,1706.396112875,1928.80284733334,0.302755266427994,0.342215538024902,"public sector: state government"
2004,9064,5711.65242121664,1750.792278575,1960.80906776667,0.30652990937233,0.343299776315689,"public sector: state government"
2005,9227,5873.69216003335,1837.79904978333,2056.471983175,0.312886506319046,0.350115716457367,"public sector: state government"
2006,9388,6101.9421969,1843.06031054167,2049.27321855,0.302044868469238,0.335839509963989,"public sector: state government"
2007,9718,6384.444788225,1943.03810133334,2167.91397413333,0.304339408874512,0.339561849832535,"public sector: state government"
2008,9238,6176.30908047498,1954.55395031667,2167.26081241667,0.316459864377975,0.350899010896683,"public sector: state government"
2009,9457,6294.30636178333,2024.779685675,2222.13950974167,0.321684330701828,0.353039622306824,"public sector: state government"
2010,9353,6327.573450625,1968.81465411666,2190.82188370833,0.311148434877396,0.346234142780304,"public sector: state government"
2011,9176,6256.01601236667,1970.1023447,2186.23804161667,0.314913243055344,0.349461704492569,"public sector: state government"
2012,9027,6277.43740981666,1964.21480831667,2185.96113075,0.312900751829147,0.348225086927414,"public sector: state government"
2013,9039,6349.69406342501,1963.75841475833,2144.33545910833,0.309268206357956,0.33770689368248,"public sector: state government"
2014,8917,6261.06852765835,1866.976044675,2056.97819563333,0.298188090324402,0.328534692525864,"public sector: state government"
2015,9697,6876.87611058339,2077.14826654167,2310.50890603334,0.302048236131668,0.335982322692871,"public sector: state government"
2016,9719,6958.25430912496,2062.00371206666,2279.2424892,0.296339213848114,0.327559530735016,"public sector: state government"
2017,9577,7098.88285748331,2150.65704099167,2368.87815406667,0.302957117557526,0.333697319030762,"public sector: state government"
2018,9140,7103.2842253,2033.32905019167,2256.95777110833,0.286251962184906,0.317734390497208,"public sector: state government"
2019,8652,6955.89659941664,2042.517121425,2248.5894245,0.293638229370117,0.323263794183731,"public sector: state government"
2020,7969,6975.48076918335,2082.97212243333,2347.25010539166,0.298613399267197,0.336500108242035,"public sector: state government"
2021,7681,6862.00155197502,2031.66805979166,2272.32021478333,0.296075135469437,0.331145405769348,"public sector: state government"
2022,7389,7155.87345099999,2143.8503037,2373.16187385834,0.299593091011047,0.331638336181641,"public sector: state government"
1983,17444,8711.59489916661,3673.311765,4446.55160000001,0.421657770872116,0.510417640209198,"public sector: local government"
1984,17227,8797.84767833327,3627.61481999999,4359.75519416667,0.412329792976379,0.495547920465469,"public sector: local government"
1985,17145,8813.5737575,3697.32666000001,4360.42657750001,0.419503688812256,0.494739890098572,"public sector: local government"
1986,16775,8969.35899583335,3742.65044,4415.88495583332,0.417270660400391,0.49233004450798,"public sector: local government"
1987,16925,9217.02389000003,3803.19816416667,4410.41880000001,0.412627577781677,0.478507906198502,"public sector: local government"
1988,16356,9476.73683083334,3978.44746916664,4640.86897999999,0.419811964035034,0.489711701869965,"public sector: local government"
1989,16515,9608.00214166668,4083.10636999999,4759.58636999998,0.424969345331192,0.495377331972122,"public sector: local government"
1990,17613,9764.65954750003,4127.06236166667,4792.99562333333,0.422652959823608,0.490851283073425,"public sector: local government"
1991,17484,9931.34057083331,4200.42419416665,4840.18691666667,0.422946333885193,0.487364917993546,"public sector: local government"
1992,17191,9997.13103583335,4201.05748583333,4858.96076833334,0.42022630572319,0.486035525798798,"public sector: local government"
1993,17132,10225.5456533334,4417.39676083334,5029.64860416667,0.431996196508408,0.491870939731598,"public sector: local government"
1994,15611,9646.8022145083,4314.29829520833,4867.66788082499,0.447225749492645,0.504588723182678,"public sector: local government"
1995,15289,9739.12559850005,4279.74738068333,4827.00322783334,0.439438551664352,0.49563005566597,"public sector: local government"
1996,13625,9794.58859179169,4248.64669822499,4742.76784718332,0.433774888515472,0.484223276376724,"public sector: local government"
1997,13731,9899.34282571664,4231.80522940833,4722.76091685,0.427483439445496,0.477078229188919,"public sector: local government"
1998,13572,9982.2989385833,4369.91518520835,4848.52658880834,0.437766402959824,0.48571240901947,"public sector: local government"
1999,14146,10440.4822945417,4483.97989241665,4910.70506382499,0.429480135440826,0.470352321863174,"public sector: local government"
2000,13916,10278.1519433417,4435.85923094168,4922.76268267501,0.431581407785416,0.478954076766968,"public sector: local government"
2001,14593,10188.065896375,4388.64523829169,4828.82634493335,0.430763334035873,0.473968893289566,"public sector: local government"
2002,16229,10488.2558590833,4514.01198478335,4927.49735035836,0.430387288331985,0.46981093287468,"public sector: local government"
2003,16287,10827.1320718917,4613.89614796666,5059.87242478332,0.426142036914825,0.467332661151886,"public sector: local government"
2004,15849,10960.51997285,4531.56464779167,5016.83551695833,0.413444310426712,0.457718759775162,"public sector: local government"
2005,15791,11080.410910825,4638.27153143333,5071.21409365833,0.418601036071777,0.457673817873001,"public sector: local government"
2006,15216,10908.3725301583,4574.84645086666,4984.39038445,0.41938853263855,0.456932544708252,"public sector: local government"
2007,15317,11245.6754661249,4697.75331166666,5126.17732782498,0.417738646268845,0.455835431814194,"public sector: local government"
2008,15600,11586.0038732583,4883.80473642499,5341.53712794998,0.421526253223419,0.4610336124897,"public sector: local government"
2009,15225,11244.4913960333,4866.87452742499,5263.16573344166,0.432823002338409,0.468066155910492,"public sector: local government"
2010,14861,11035.0433246833,4670.22407763334,5060.9656667,0.423217564821243,0.458626717329025,"public sector: local government"
2011,14183,10609.3287432833,4577.40745933333,4939.21220874166,0.431451171636581,0.46555370092392,"public sector: local government"
2012,13923,10544.405759075,4398.374538425,4761.51192225001,0.417128711938858,0.451567590236664,"public sector: local government"
2013,13621,10550.662720025,4308.42327383333,4655.63102005833,0.408355712890625,0.44126433134079,"public sector: local government"
2014,13530,10526.3398822333,4409.74939555832,4789.79912209998,0.418925225734711,0.455029875040054,"public sector: local government"
2015,12555,10114.5643650084,4178.04098270832,4553.199874575,0.413071781396866,0.45016273856163,"public sector: local government"
2016,12296,10041.0090061917,4046.62117428333,4404.79482429166,0.403009414672852,0.438680499792099,"public sector: local government"
2017,12152,10199.0267862668,4089.179072675,4445.65730500833,0.400938153266907,0.435890346765518,"public sector: local government"
2018,11808,10311.5098122667,4154.12983194166,4478.71554498332,0.402863383293152,0.43434140086174,"public sector: local government"
2019,11398,10263.248137375,4044.24982394165,4408.60731409999,0.394051641225815,0.42955282330513,"public sector: local government"
2020,9949,9754.32711637495,4072.67175331667,4402.87176091667,0.417524635791779,0.451376259326935,"public sector: local government"
2021,9772,9937.48790946664,3995.78854881667,4364.470483375,0.402092427015305,0.439192533493042,"public sector: local government"
2022,9270,10160.6538853917,3946.66319265,4336.56657461666,0.388426095247269,0.426799952983856,"public sector: local government"
1983,1431,705.236738333334,523.326196666667,588.7081775,0.742057502269745,0.834766745567322,"public sector: postal service"
1984,1398,719.840367499999,532.312404166667,596.346768333332,0.739486753940582,0.828443050384521,"public sector: postal service"
1985,1422,725.112196666667,538.981519166666,599.656408333333,0.743307769298553,0.826984286308289,"public sector: postal service"
1986,1552,824.272329166666,599.853990833333,660.043185833333,0.727737605571747,0.80075865983963,"public sector: postal service"
1987,1615,869.756700000001,645.272801666667,707.583164166667,0.741900324821472,0.81354147195816,"public sector: postal service"
1988,1485,872.513868333333,650.088054166666,710.2072575,0.74507474899292,0.81397819519043,"public sector: postal service"
1989,1478,896.639970833333,656.986119166666,715.280911666667,0.732720077037811,0.797734797000885,"public sector: postal service"
1990,1542,869.227955000001,670.384105,726.2958125,0.771240830421448,0.835564255714417,"public sector: postal service"
1991,1512,865.487295,637.368553333334,696.7920375,0.736427366733551,0.805086374282837,"public sector: postal service"
1992,1431,825.424496666668,595.485255833334,647.597180000001,0.721429109573364,0.784562587738037,"public sector: postal service"
1993,1435,849.782218333332,606.456635,668.999714999999,0.713661253452301,0.787260174751282,"public sector: postal service"
1994,1430,889.249319924999,673.00453115,734.636521083333,0.756823241710663,0.826131105422974,"public sector: postal service"
1995,1384,885.431906075,658.75481575,712.331807658333,0.743992626667023,0.804502069950104,"public sector: postal service"
1996,1153,852.810454083335,621.458516175001,682.254946025001,0.728718221187592,0.800007700920105,"public sector: postal service"
1997,1206,887.209412474999,634.04558085,700.998622733332,0.714651525020599,0.790116310119629,"public sector: postal service"
1998,1228,908.841779091666,657.155959166667,705.851211475,0.723069727420807,0.776649177074432,"public sector: postal service"
1999,1229,891.028745275,623.381477825,686.407154941667,0.699619948863983,0.770353555679321,"public sector: postal service"
2000,1214,894.759423933333,626.382526858333,663.854368625,0.700056910514832,0.741936147212982,"public sector: postal service"
2001,1252,870.694799916667,591.35075085,631.022279424999,0.679171085357666,0.72473418712616,"public sector: postal service"
2002,1396,873.650072125,614.910937308334,655.385379716667,0.703841209411621,0.750169217586517,"public sector: postal service"
2003,1315,848.235423941667,559.329624383333,616.89062025,0.659403741359711,0.727263450622559,"public sector: postal service"
2004,1248,834.525247866667,549.927995458333,590.468302791666,0.658971071243286,0.707549929618835,"public sector: postal service"
2005,1204,812.735316216667,523.61471015,560.668827258333,0.644262254238129,0.689854145050049,"public sector: postal service"
2006,1174,807.461770524999,511.400483066667,562.504161258333,0.633343279361725,0.696632564067841,"public sector: postal service"
